participante,idioma,estado,atenção,motivo de exclusão,código do item,classificação,ordem,estímulo,época,condição,modelo,tempo da resposta (s),mediana do item (s),ritmo relativo,ritmo demasiado rápido
P012,Português,concluído,Sim,,s10__E4__pipeline,7,4,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,18,0.667,Não
P012,Português,concluído,Sim,,s11__E1__pipeline,1,5,s11,E1,pipeline,microsoft/DialoGPT-medium,16,10,1.600,Não
P012,Português,concluído,Sim,,s08__E4__pipeline,7,6,s08,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,22,19.5,1.128,Não
P012,Português,concluído,Sim,,s05__E4__pipeline,7,7,s05,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,15,14,1.071,Não
P012,Português,concluído,Sim,,s10__E3__baseline,7,8,s10,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,16,19,0.842,Não
P012,Português,concluído,Sim,,s06__E4__baseline,7,9,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,15,20,0.750,Não
P012,Português,concluído,Sim,,s09__E4__baseline,7,10,s09,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,20,20,1.000,Não
P012,Português,concluído,Sim,,s11__E4__baseline,6,11,s11,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,12,13,0.923,Não
P012,Português,concluído,Sim,,s11__E3__pipeline,6,12,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,14,19,0.737,Não
P012,Português,concluído,Sim,,s07__E2__pipeline,7,13,s07,E2,pipeline,facebook/blenderbot-400M-distill,14,20,0.700,Não
P012,Português,concluído,Sim,,s04__E1__baseline,1,14,s04,E1,linha de base,microsoft/DialoGPT-medium,6,8,0.750,Não
P012,Português,concluído,Sim,,s07__E4__baseline,7,15,s07,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,12,15.5,0.774,Não
P012,Português,concluído,Sim,,s01__E4__baseline,7,16,s01,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,12,15.5,0.774,Não
P012,Português,concluído,Sim,,s01__E4__pipeline,7,17,s01,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,25,0.480,Não
P012,Português,concluído,Sim,,s02__E1__baseline,3,18,s02,E1,linha de base,microsoft/DialoGPT-medium,13,11,1.182,Não
P012,Português,concluído,Sim,,s05__E1__baseline,4,19,s05,E1,linha de base,microsoft/DialoGPT-medium,16,11,1.455,Não
P012,Português,concluído,Sim,,s08__E4__baseline,7,20,s08,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,15,0.667,Não
P012,Português,concluído,Sim,,s04__E1__pipeline,1,21,s04,E1,pipeline,microsoft/DialoGPT-medium,15,13,1.154,Não
P012,Português,concluído,Sim,,s10__E2__baseline,5,22,s10,E2,linha de base,facebook/blenderbot-400M-distill,11,13.5,0.815,Não
P012,Português,concluído,Sim,,s05__E3__baseline,7,23,s05,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,13,24,0.542,Não
P012,Português,concluído,Sim,,s03__E4__pipeline,7,24,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,19,22,0.864,Não
P012,Português,concluído,Sim,,s07__E3__baseline,7,25,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,29,24,1.208,Não
P012,Português,concluído,Sim,,s03__E4__baseline,7,26,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,12,13,0.923,Não
P012,Português,concluído,Sim,,s02__E2__baseline,7,27,s02,E2,linha de base,facebook/blenderbot-400M-distill,16,15,1.067,Não
P012,Português,concluído,Sim,,s08__E1__baseline,1,28,s08,E1,linha de base,microsoft/DialoGPT-medium,6,6,1.000,Não
P012,Português,concluído,Sim,,s11__E3__baseline,7,29,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,61,20,3.050,Não
P012,Português,concluído,Sim,,s09__E1__pipeline,1,30,s09,E1,pipeline,microsoft/DialoGPT-medium,7,12,0.583,Não
P012,Português,concluído,Sim,,s09__E2__pipeline,7,31,s09,E2,pipeline,facebook/blenderbot-400M-distill,8,16,0.500,Não
P012,Português,concluído,Sim,,s10__E4__baseline,7,32,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,8,13,0.615,Não
P012,Português,concluído,Sim,,s08__E1__pipeline,1,33,s08,E1,pipeline,microsoft/DialoGPT-medium,3,10,0.300,Não
P012,Português,concluído,Sim,,s07__E3__pipeline,7,34,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,16.5,0.485,Não
P012,Português,concluído,Sim,,s04__E2__pipeline,7,35,s04,E2,pipeline,facebook/blenderbot-400M-distill,8,14,0.571,Não
P012,Português,concluído,Sim,,s12__E1__baseline,1,36,s12,E1,linha de base,microsoft/DialoGPT-medium,4,10,0.400,Não
P012,Português,concluído,Sim,,s04__E4__pipeline,7,37,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,5,17.5,0.286,Não
P012,Português,concluído,Sim,,s10__E1__baseline,2,38,s10,E1,linha de base,microsoft/DialoGPT-medium,5,14,0.357,Não
P012,Português,concluído,Sim,,s09__E1__baseline,1,39,s09,E1,linha de base,microsoft/DialoGPT-medium,8,11,0.727,Não
P012,Português,concluído,Sim,,s02__E3__baseline,7,40,s02,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,6,22,0.273,Não
P012,Português,concluído,Sim,,s07__E1__baseline,1,41,s07,E1,linha de base,microsoft/DialoGPT-medium,6,11,0.545,Não
P012,Português,concluído,Sim,,s07__E1__pipeline,1,42,s07,E1,pipeline,microsoft/DialoGPT-medium,3,12,0.250,Não
P012,Português,concluído,Sim,,s11__E4__pipeline,5,43,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,10,14.5,0.690,Não
P012,Português,concluído,Sim,,s08__E2__pipeline,7,44,s08,E2,pipeline,facebook/blenderbot-400M-distill,6,14,0.429,Não
P012,Português,concluído,Sim,,s04__E2__baseline,1,45,s04,E2,linha de base,facebook/blenderbot-400M-distill,7,13,0.538,Não
P012,Português,concluído,Sim,,s11__E1__baseline,1,46,s11,E1,linha de base,microsoft/DialoGPT-medium,13,9,1.444,Não
P012,Português,concluído,Sim,,s03__E3__baseline,7,47,s03,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,5,17,0.294,Não
P012,Português,concluído,Sim,,s05__E3__pipeline,7,48,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,18,0.444,Não
P012,Português,concluído,Sim,,s12__E2__baseline,3,49,s12,E2,linha de base,facebook/blenderbot-400M-distill,15,20.5,0.732,Não
P012,Português,concluído,Sim,,s05__E4__baseline,7,50,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,7,13.5,0.519,Não
P012,Português,concluído,Sim,,s06__E3__baseline,7,51,s06,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,5,18,0.278,Não
P012,Português,concluído,Sim,,s02__E1__pipeline,1,52,s02,E1,pipeline,microsoft/DialoGPT-medium,4,10,0.400,Não
P012,Português,concluído,Sim,,s08__E3__baseline,7,53,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,5,15,0.333,Não
P012,Português,concluído,Sim,,s09__E4__pipeline,7,54,s09,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,7,20,0.350,Não
P012,Português,concluído,Sim,,s02__E3__pipeline,7,55,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,25.5,0.314,Não
P012,Português,concluído,Sim,,s12__E1__pipeline,1,56,s12,E1,pipeline,microsoft/DialoGPT-medium,,12,,Não
P012,Português,concluído,Sim,,s01__E1__baseline,1,57,s01,E1,linha de base,microsoft/DialoGPT-medium,6,8,0.750,Não
P012,Português,concluído,Sim,,s03__E1__pipeline,1,58,s03,E1,pipeline,microsoft/DialoGPT-medium,11,11,1.000,Não
P012,Português,concluído,Sim,,s11__E2__pipeline,2,59,s11,E2,pipeline,facebook/blenderbot-400M-distill,13,16,0.813,Não
P012,Português,concluído,Sim,,s02__E2__pipeline,1,60,s02,E2,pipeline,facebook/blenderbot-400M-distill,8,13,0.615,Não
P012,Português,concluído,Sim,,s06__E2__baseline,2,61,s06,E2,linha de base,facebook/blenderbot-400M-distill,14,14,1.000,Não
P012,Português,concluído,Sim,,s02__E4__pipeline,4,62,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,15,15,1.000,Não
P012,Português,concluído,Sim,,s05__E2__baseline,5,63,s05,E2,linha de base,facebook/blenderbot-400M-distill,9,16,0.563,Não
P012,Português,concluído,Sim,,s01__E3__pipeline,7,64,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,15,19.5,0.769,Não
P012,Português,concluído,Sim,,s09__E3__pipeline,7,65,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,15,17,0.882,Não
P012,Português,concluído,Sim,,s03__E3__pipeline,7,66,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,10,15,0.667,Não
P012,Português,concluído,Sim,,s11__E2__baseline,2,67,s11,E2,linha de base,facebook/blenderbot-400M-distill,7,16,0.438,Não
P012,Português,concluído,Sim,,s01__E2__baseline,3,68,s01,E2,linha de base,facebook/blenderbot-400M-distill,13,14,0.929,Não
P012,Português,concluído,Sim,,s12__E3__pipeline,7,69,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,19,0.632,Não
P012,Português,concluído,Sim,,s06__E3__pipeline,7,70,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,18,0.444,Não
P013,Português,em curso,,,,,,,,,,,,,
P014,Português,em curso,,,,,,,,,,,,,
P015,Português,em curso,,,,,,,,,,,,,
P016,Português,concluído,Sim,,s09__E3__baseline,7,1,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,,26.5,,Não
P016,Português,concluído,Sim,,s05__E1__pipeline,3,2,s05,E1,pipeline,microsoft/DialoGPT-medium,42,13.5,3.111,Não
P016,Português,concluído,Sim,,s06__E1__pipeline,1,3,s06,E1,pipeline,microsoft/DialoGPT-medium,14,10,1.400,Não
P016,Português,concluído,Sim,,s07__E2__baseline,2,4,s07,E2,linha de base,facebook/blenderbot-400M-distill,31,15,2.067,Não
P016,Português,concluído,Sim,,s09__E2__pipeline,5,5,s09,E2,pipeline,facebook/blenderbot-400M-distill,17,16,1.063,Não
P016,Português,concluído,Sim,,s07__E3__pipeline,7,6,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,16,16.5,0.970,Não
P016,Português,concluído,Sim,,s02__E3__baseline,7,7,s02,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,16,22,0.727,Não
P016,Português,concluído,Sim,,s03__E3__baseline,7,8,s03,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,17,17,1.000,Não
P016,Português,concluído,Sim,,s11__E2__pipeline,5,9,s11,E2,pipeline,facebook/blenderbot-400M-distill,19,16,1.188,Não
P016,Português,concluído,Sim,,s09__E4__pipeline,6,10,s09,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,17,20,0.850,Não
P016,Português,concluído,Sim,,s04__E3__baseline,6,11,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,28,17,1.647,Não
P016,Português,concluído,Sim,,s07__E4__pipeline,6,12,s07,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,20,18,1.111,Não
P016,Português,concluído,Sim,,s11__E3__baseline,7,13,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,14,20,0.700,Não
P016,Português,concluído,Sim,,s09__E2__baseline,4,14,s09,E2,linha de base,facebook/blenderbot-400M-distill,12,13.5,0.889,Não
P016,Português,concluído,Sim,,s04__E3__pipeline,7,15,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,9,17,0.529,Não
P016,Português,concluído,Sim,,s03__E2__baseline,3,16,s03,E2,linha de base,facebook/blenderbot-400M-distill,15,13,1.154,Não
P016,Português,concluído,Sim,,s01__E3__pipeline,7,17,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,7,19.5,0.359,Não
P016,Português,concluído,Sim,,s03__E2__pipeline,4,18,s03,E2,pipeline,facebook/blenderbot-400M-distill,6,14.5,0.414,Não
P016,Português,concluído,Sim,,s01__E3__baseline,7,19,s01,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,12,19,0.632,Não
P016,Português,concluído,Sim,,s06__E1__baseline,2,20,s06,E1,linha de base,microsoft/DialoGPT-medium,17,16,1.063,Não
P016,Português,concluído,Sim,,s07__E3__baseline,7,21,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,13,24,0.542,Não
P016,Português,concluído,Sim,,s06__E3__baseline,7,22,s06,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,13,18,0.722,Não
P016,Português,concluído,Sim,,s10__E1__baseline,2,23,s10,E1,linha de base,microsoft/DialoGPT-medium,12,14,0.857,Não
P016,Português,concluído,Sim,,s12__E1__pipeline,4,24,s12,E1,pipeline,microsoft/DialoGPT-medium,14,12,1.167,Não
P017,Português,concluído,Sim,,s11__E2__pipeline,5,1,s11,E2,pipeline,facebook/blenderbot-400M-distill,,16,,Não
P017,Português,concluído,Sim,,s07__E3__pipeline,7,2,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,49,16.5,2.970,Não
P017,Português,concluído,Sim,,s08__E3__baseline,6,3,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,25,15,1.667,Não
P017,Português,concluído,Sim,,s04__E3__baseline,7,4,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,43,17,2.529,Não
P017,Português,concluído,Sim,,s08__E1__baseline,1,5,s08,E1,linha de base,microsoft/DialoGPT-medium,252,6,42.000,Não
P017,Português,concluído,Sim,,s09__E1__baseline,1,6,s09,E1,linha de base,microsoft/DialoGPT-medium,,11,,Não
P017,Português,concluído,Sim,,s05__E4__baseline,6,7,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,32,13.5,2.370,Não
P017,Português,concluído,Sim,,s05__E3__pipeline,7,8,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,25,18,1.389,Não
P017,Português,concluído,Sim,,s03__E1__pipeline,1,9,s03,E1,pipeline,microsoft/DialoGPT-medium,13,11,1.182,Não
P017,Português,concluído,Sim,,s11__E3__baseline,7,10,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,59,20,2.950,Não
P017,Português,concluído,Sim,,s06__E1__baseline,6,11,s06,E1,linha de base,microsoft/DialoGPT-medium,18,16,1.125,Não
P017,Português,concluído,Sim,,s04__E3__pipeline,7,12,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,19,17,1.118,Não
P017,Português,concluído,Sim,,s03__E2__baseline,6,13,s03,E2,linha de base,facebook/blenderbot-400M-distill,94,13,7.231,Não
P017,Português,concluído,Sim,,s02__E2__baseline,6,14,s02,E2,linha de base,facebook/blenderbot-400M-distill,12,15,0.800,Não
P017,Português,concluído,Sim,,s07__E2__baseline,6,15,s07,E2,linha de base,facebook/blenderbot-400M-distill,21,15,1.400,Não
P017,Português,concluído,Sim,,s09__E3__baseline,7,16,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,40,26.5,1.509,Não
P017,Português,concluído,Sim,,s01__E2__baseline,7,17,s01,E2,linha de base,facebook/blenderbot-400M-distill,45,14,3.214,Não
P017,Português,concluído,Sim,,s06__E4__pipeline,7,18,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,22,13,1.692,Não
P017,Português,concluído,Sim,,s12__E3__baseline,7,19,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,63,21,3.000,Não
P017,Português,concluído,Sim,,s09__E2__pipeline,7,20,s09,E2,pipeline,facebook/blenderbot-400M-distill,13,16,0.813,Não
P017,Português,concluído,Sim,,s01__E3__pipeline,7,21,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,28,19.5,1.436,Não
P017,Português,concluído,Sim,,s12__E4__pipeline,7,22,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,21,13,1.615,Não
P017,Português,concluído,Sim,,s07__E3__baseline,6,23,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,26,24,1.083,Não
P017,Português,concluído,Sim,,s01__E2__pipeline,7,24,s01,E2,pipeline,facebook/blenderbot-400M-distill,13,11.5,1.130,Não
P018,Inglês,concluído,Sim,,s10__E4__baseline,6,1,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,,13,,Não
P018,Inglês,concluído,Sim,,s10__E2__pipeline,5,2,s10,E2,pipeline,facebook/blenderbot-400M-distill,25,11.5,2.174,Não
P018,Inglês,concluído,Sim,,s02__E4__baseline,6,3,s02,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,17,15,1.133,Não
P018,Inglês,concluído,Sim,,s03__E3__pipeline,5,4,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,15,15,1.000,Não
P018,Inglês,concluído,Sim,,s12__E4__pipeline,5,5,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,26,13,2.000,Não
P018,Inglês,concluído,Sim,,s08__E2__baseline,2,6,s08,E2,linha de base,facebook/blenderbot-400M-distill,9,14,0.643,Não
P018,Inglês,concluído,Sim,,s03__E4__baseline,5,7,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,12,13,0.923,Não
P018,Inglês,concluído,Sim,,s12__E4__baseline,5,8,s12,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,21,20,1.050,Não
P018,Inglês,concluído,Sim,,s11__E4__pipeline,5,9,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,13,14.5,0.897,Não
P018,Inglês,concluído,Sim,,s03__E1__pipeline,1,10,s03,E1,pipeline,microsoft/DialoGPT-medium,14,11,1.273,Não
P018,Inglês,concluído,Sim,,s05__E3__pipeline,7,11,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,18,0.667,Não
P018,Inglês,concluído,Sim,,s09__E1__baseline,1,12,s09,E1,linha de base,microsoft/DialoGPT-medium,10,11,0.909,Não
P018,Inglês,concluído,Sim,,s12__E3__baseline,7,13,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,10,21,0.476,Não
P018,Inglês,concluído,Sim,,s01__E2__baseline,3,14,s01,E2,linha de base,facebook/blenderbot-400M-distill,8,14,0.571,Não
P018,Inglês,concluído,Sim,,s06__E3__pipeline,7,15,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,18,0.667,Não
P018,Inglês,concluído,Sim,,s06__E4__pipeline,4,16,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,10,13,0.769,Não
P018,Inglês,concluído,Sim,,s02__E2__baseline,4,17,s02,E2,linha de base,facebook/blenderbot-400M-distill,8,15,0.533,Não
P018,Inglês,concluído,Sim,,s09__E1__pipeline,1,18,s09,E1,pipeline,microsoft/DialoGPT-medium,11,12,0.917,Não
P018,Inglês,concluído,Sim,,s05__E2__baseline,4,19,s05,E2,linha de base,facebook/blenderbot-400M-distill,8,16,0.500,Não
P018,Inglês,concluído,Sim,,s08__E3__baseline,5,20,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,12,15,0.800,Não
P018,Inglês,concluído,Sim,,s10__E3__pipeline,6,21,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,14,20,0.700,Não
P018,Inglês,concluído,Sim,,s05__E4__baseline,5,22,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,18,13.5,1.333,Não
P018,Inglês,concluído,Sim,,s08__E1__baseline,1,23,s08,E1,linha de base,microsoft/DialoGPT-medium,5,6,0.833,Não
P018,Inglês,concluído,Sim,,s01__E2__pipeline,2,24,s01,E2,pipeline,facebook/blenderbot-400M-distill,8,11.5,0.696,Não
P019,Português,em curso,,,,,,,,,,,,,
P020,Português,em curso,,,s04__E2__pipeline,7,1,s04,E2,pipeline,facebook/blenderbot-400M-distill,,14,,Não
P020,Português,em curso,,,s09__E3__pipeline,6,2,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,59,17,3.471,Não
P020,Português,em curso,,,s12__E3__pipeline,7,3,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,60,19,3.158,Não
P020,Português,em curso,,,s11__E1__pipeline,1,4,s11,E1,pipeline,microsoft/DialoGPT-medium,22,10,2.200,Não
P020,Português,em curso,,,s07__E2__pipeline,5,5,s07,E2,pipeline,facebook/blenderbot-400M-distill,38,20,1.900,Não
P020,Português,em curso,,,s11__E2__baseline,5,6,s11,E2,linha de base,facebook/blenderbot-400M-distill,15,16,0.938,Não
P020,Português,em curso,,,s03__E1__baseline,1,7,s03,E1,linha de base,microsoft/DialoGPT-medium,11,14,0.786,Não
P020,Português,em curso,,,s08__E4__pipeline,7,8,s08,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,42,19.5,2.154,Não
P020,Português,em curso,,,s10__E4__pipeline,7,9,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,18,18,1.000,Não
P020,Português,em curso,,,s01__E4__pipeline,7,10,s01,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,25,25,1.000,Não
P020,Português,em curso,,,s01__E1__baseline,1,11,s01,E1,linha de base,microsoft/DialoGPT-medium,8,8,1.000,Não
P020,Português,em curso,,,s06__E2__baseline,1,12,s06,E2,linha de base,facebook/blenderbot-400M-distill,22,14,1.571,Não
P020,Português,em curso,,,s12__E1__baseline,1,13,s12,E1,linha de base,microsoft/DialoGPT-medium,11,10,1.100,Não
P020,Português,em curso,,,s07__E1__pipeline,1,14,s07,E1,pipeline,microsoft/DialoGPT-medium,20,12,1.667,Não
P020,Português,em curso,,,s10__E1__pipeline,1,15,s10,E1,pipeline,microsoft/DialoGPT-medium,9,10,0.900,Não
P020,Português,em curso,,,s06__E2__pipeline,1,16,s06,E2,pipeline,facebook/blenderbot-400M-distill,51,15,3.400,Não
P020,Português,em curso,,,s04__E1__pipeline,1,17,s04,E1,pipeline,microsoft/DialoGPT-medium,14,13,1.077,Não
P020,Português,em curso,,,s08__E3__pipeline,7,18,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,23,21.5,1.070,Não
P020,Português,em curso,,,s01__E1__pipeline,1,19,s01,E1,pipeline,microsoft/DialoGPT-medium,11,17,0.647,Não
P020,Português,em curso,,,s08__E1__pipeline,1,20,s08,E1,pipeline,microsoft/DialoGPT-medium,29,10,2.900,Não
P020,Português,em curso,,,s11__E3__pipeline,7,21,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,26,19,1.368,Não
P020,Português,em curso,,,s10__E2__baseline,6,22,s10,E2,linha de base,facebook/blenderbot-400M-distill,13,13.5,0.963,Não
P020,Português,em curso,,,s03__E4__pipeline,7,23,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,24,22,1.091,Não
P020,Português,em curso,,,s06__E4__baseline,7,24,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,20,20,1.000,Não
P020,Português,em curso,,,s10__E4__baseline,6,25,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,36,13,2.769,Não
P020,Português,em curso,,,s05__E3__pipeline,7,26,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,26,18,1.444,Não
P020,Português,em curso,,,s02__E1__baseline,1,27,s02,E1,linha de base,microsoft/DialoGPT-medium,11,11,1.000,Não
P020,Português,em curso,,,s12__E4__pipeline,6,28,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,452,13,34.769,Não
P020,Português,em curso,,,s08__E2__pipeline,6,29,s08,E2,pipeline,facebook/blenderbot-400M-distill,12,14,0.857,Não
P020,Português,em curso,,,s07__E2__baseline,5,30,s07,E2,linha de base,facebook/blenderbot-400M-distill,16,15,1.067,Não
P020,Português,em curso,,,s10__E3__pipeline,7,31,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,23,20,1.150,Não
P020,Português,em curso,,,s06__E3__pipeline,7,32,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,20,18,1.111,Não
